ff_id,ff_rank,ff_scientific,eol_scientific,eol_id,wiki_title,wiki_url,ff_name,eol_names,wiki_names,human_names,translated_name
451,,Eugenia uniflora,Eugenia uniflora L.,2508562,Pitanga,https://pt.wikipedia.org/wiki/Pitanga,Surinam cherry,"Vermelha, pitanga do norte, pitangueira, pitangueira branca, pitangueira do mato","pitanga, pitangueira",pitangueira,Pitangueira
725,,Euterpe oleracea,Euterpe oleracea Mart.,1100375,,https://pt.wikipedia.org/wiki/A%C3%A7a%C3%AD,Açaí palm,"açaí, açaí de touceira, açaí do baixo Amazonas, açaí do pará, açaízeiro, juçara, juçara de touceira, palmito açai",,"açaí, açaizeiro, coqueiro-açaí, uaçaí, açaí-branco, iuçara, juçara, palmiteiro, palmito, piná, tucaniei",Açaizeiro
884,8,Fagopyrum esculentum,,,Trigo sarraceno,https://pt.wikipedia.org/wiki/Trigo_sarraceno,Buckwheat,,"Trigo-sarraceno, trigo-mourisco",,Trigo-sarraceno
580,,Fagus,,,Faia,https://pt.wikipedia.org/wiki/Faia,Beech,,Faia,faia,Faia
710,,Fagus grandifolia,,,,,American beech,,,faia-americana,Faia-americana
241,,Fagus sylvatica,,,Faia-europeia,https://pt.wikipedia.org/wiki/Faia-europeia,European beech,,"faia-europeia, faia",faia-europeia,Faia-europeia
445,6,Ficus,,,Figueira,https://pt.wikipedia.org/wiki/Figueira,Fig,,"figueiras, fícus","figueira, ficus",Figueiras
1104,8,Ficus benjamina,,,Ficus benjamina,https://pt.wikipedia.org/wiki/Ficus_benjamina,Weeping fig,,"Ficus benjamina, Figueira-benjamim",,Figueira-benjamim
20,8,Ficus carica,Ficus carica,594632,,https://pt.wikipedia.org/wiki/Figueira-comum,Common fig,"Figueira, behereira",,"figueira-comum,  figueira-da-europa, figueira-de-baco, figueira-de-portugal, figueira-do-reino, figueira-mansa",Figueira-comum
1127,8,Ficus elastica,Ficus elastica Roxb. ex Hornem.,594821,,https://pt.wikipedia.org/wiki/%C3%81rvore-da-borracha,Rubber fig,Árvore-da-borracha,,,Árvore-da-borracha
63,,Foeniculum vulgare,Foeniculum vulgare Mill.,585008,Funcho,https://pt.wikipedia.org/wiki/Funcho,Fennel,Funcho,funcho,"funcho, anis-doce, erva-doce, maratro, finóquio, fiuncho, fiolho",Funcho
105,,Fragaria,,,,https://pt.wikipedia.org/wiki/Morangueiro,Strawberry,,,Morangueiro,Morangueiro
1175,6,Fraxinus,,,Fraxinus,https://pt.wikipedia.org/wiki/Fraxinus,Ash,,Fraxinus,,Freixo
1101,8,Fraxinus excelsior,,,Freixo,https://pt.wikipedia.org/wiki/Freixo,European ash,,freixo,,
146,,Ginkgo biloba,,,,https://pt.wikipedia.org/wiki/Ginkgo_biloba,Ginkgo,,,"nogueira-do-japão, árvore-avenca, ginkgo",Ginkgo
252,,Gleditsia triacanthos,Gleditsia triacanthos L.,416265,,https://pt.wikipedia.org/wiki/Gleditsia_triacanthos,Honey locust,espinheiro da Virginia,,,Espinheiro da Virginia
885,8,Glycine max,,,Soja,https://pt.wikipedia.org/wiki/Soja,Soybean,,"soja, feijão-soja, feijão-chinês",,Soja
1112,8,Grevillea robusta,,,Grevílea-robusta,https://pt.wikipedia.org/wiki/Grev%C3%ADlea-robusta,Silky oak,,Grevílea-robusta,,Grevílea-robusta
754,,Grifola frondosa,,,Maitake,https://pt.wikipedia.org/wiki/Maitake,Hen-of-the-woods,,maitake,maitake,Maitake
137,,Hamamelis,,,,https://pt.wikipedia.org/wiki/Hamamelis,Witch-hazel,,,Hamamélia,Hamamélia
756,,Hancornia speciosa,Hancornia speciosa Gomes,483922,,https://pt.wikipedia.org/wiki/Mangaba,Mangaba,"mangabeira, mangabe, mangabinha do norte",,"mangabeira, mangaba-ovo",Mangabeira
187,,Helianthus annuus,Helianthus annuus L.,468106,Girassol,https://pt.wikipedia.org/wiki/Girassol,Sunflower,Girassol,girassol,girassol ,Girassol
209,,Helianthus tuberosus,,,Helianthus tuberosus,https://pt.wikipedia.org/wiki/Helianthus_tuberosus,Jerusalem artichoke,,"Helianthus tuberosus, alcachofra-girassol tupinambo, girassol batateiro","tupinambo, girassol batateiro",Girassol balateiro
127,,Hemerocallis,,,Hemerocallis,https://pt.wikipedia.org/wiki/Hemerocallis,Daylily,,Hemerocallis,lírio-de-um-dia,Lírio-de-um-dia
1145,8,Hibiscus rosa-sinensis,Hibiscus rosa-sinensis L.,584771,Hibiscus rosa-sinensis,https://pt.wikipedia.org/wiki/Hibiscus_rosa-sinensis,Chinese hibiscus,"Hibisco, Rosa-da-China","mimo-de-vênus, hibisco, graxa-de-estudante",,Mimo-de-vênus
312,,Hibiscus syriacus,Hibiscus syriacus L.,584343,Hibisco-da-síria,https://pt.wikipedia.org/wiki/Hibisco-da-s%C3%ADria,Rose of sharon,Hibisco-da-síria,"hibisco-da-síria, rosa-de-sarom, mimo","hibisco-da-síria, rosa-de-sarom, mimo",Hibisco-da-síria
214,,Hibiscus tiliaceus,Talipariti tiliaceum (L.) Fryxell,584774,Algodoeiro-da-praia,https://pt.wikipedia.org/wiki/Algodoeiro-da-praia,Sea hibiscus,uacima da praia,"algodoeiro-da-praia, algodoeiro-da-índia, majagua","algodoeiro-da-praia, algodoeiro-da-índia, majagua",Algodoeiro-da-praia
545,,Hippophae,,,Hippophae,https://pt.wikipedia.org/wiki/Hippophae,Sea-buckthorn,,"espinheiro marítimo, espinheiro-cerval marítimo, falso-espinheiro","espinheiro marítimo, espinheiro-cerval marítimo, falso-espinheiro",Espinheiro marítimo
549,,Hovenia dulcis,,,Cajueiro-japonês,https://pt.wikipedia.org/wiki/Cajueiro-japon%C3%AAs,Oriental raisin tree,,"banana-do-japão, bananinha-do-japão, caju-do-japão, caju-japonês, chico-magro, gomari, mata-fome, passa-do-japão, passa-japonesa, pau-doce, pé-de-galinha, tripa-de-galinha, uva-da-china, uva-do-japão, macaquinho, amora-do-mato, uva-japonesa, uva-paraguaia","bananinha-do-japão, caju-do-japão, caju-japonês, chico-magro, gomari, mata-fome, passa-do-japão, passa-japonesa, pau-doce, pé-de-galinha, tripa-de-galinha, uva-da-china, uva-do-japão, macaquinho, amora-do-mato, uva-japonesa, uva-paraguaia",Bananinha-do-japão
185,,Humulus lupulus,,,Lúpulo,https://pt.wikipedia.org/wiki/L%C3%BApulo,Hop,,Lúpulo,Lúpulo,Lúpulo
563,,Hypericum perforatum,,,Erva-de-são-joão,https://pt.wikipedia.org/wiki/Erva-de-s%C3%A3o-jo%C3%A3o,St John's wort,,"Erva-de-são-joão, Hipérico, Hipericão","Erva-de-são-joão, Hipérico",Erva-de-são-joão
1550,8,Inga edulis,Inga edulis Mart.,8685157,,https://pt.wikipedia.org/wiki/Inga_edulis,Ice-cream-bean,"inga de metro, Inga cipo",ingá-cipó,,Ingá-cipó
465,8,Inga feuilleei,Inga feuilleei DC.,417064,,,Pacay,"Pacay, Pacae, ingá cipo, rabo de mico",,,Pacay
471,,Ipomoea batatas,Ipomoea batatas (L.) Lam.,580962,Batata-doce,https://pt.wikipedia.org/wiki/Batata-doce,Sweet potato,"Batata-doce, Camote, Papas","batata-doce, batata-da-terra, batata-da-ilha, jatica, jetica","batata-doce, batata-da-terra, batata-da-ilha, jatica, jetica",Batata-doce
1290,8,Jubaea chilensis,,,Palmeira-do-chile,https://pt.wikipedia.org/wiki/Palmeira-do-chile,Chilean wine palm,,"Palmeira-do-chile, palma-chilena",,Palmeira-do-chile
73,,Juglans,,,,https://pt.wikipedia.org/wiki/Juglans,Walnut,,,nogueira,Nogueira
111,,Juglans nigra,,,Juglans nigra,https://pt.wikipedia.org/wiki/Juglans_nigra,Black walnut,,"nogueira-preta, nogueira-negra","nogueira preta, nogueira negra",Nogueira-preta
112,,Juglans regia,Juglans regia L.,487229,Nogueira-comum,https://pt.wikipedia.org/wiki/Nogueira-comum,Persian walnut,Nogueira,"nogueira-comum, nozes",nogueira-comum,Nogueira-commun
227,,Juniperus,,,,https://pt.wikipedia.org/wiki/Juniperus,Juniper,,,"zimbreiro, junípero, sabina",Junípero
401,,Juniperus communis,Juniperus communis L.,1061674,,https://pt.wikipedia.org/wiki/Juniperus_communis,Common juniper,"Junípero, Junipo",,"cedro, genebreiro, junípero-comum, zimbrão, zimbro, zimbro-anão zimbro-comum, zimbro-rasteiro, zimbro-vulgar",Junípero-comum
283,,Juniperus virginiana,Juniperus virginiana L.,1061664,,https://pt.wikipedia.org/wiki/Juniperus_virginiana,Eastern red-cedar,Cedro vermelho,"cedro-vermelho, junípero-vermelho e cedro-de-lápis","cedro-vermelho, junípero-vermelho, cedro-de-lápis",Junípero-vermelho
984,8,Koelreuteria paniculata,,,Coreutéria,https://pt.wikipedia.org/wiki/Coreut%C3%A9ria,Golden rain tree,,Coreutéria,,Coreutéria
788,,Lactarius deliciosus,Lactarius deliciosus (L.) Gray 1821,188248,Lactarius deliciosus,https://pt.wikipedia.org/wiki/Lactarius_deliciosus,Saffron milk cap,"Lactário, Míscaro","sancha, tancha, pinheira, vaca-vermelha, míscaro, níscaro","sancha, tancha, pinheira, vaca-vermelha, míscaro, níscaro",Míscaro
552,,Lactuca sativa,Lactuca sativa L.,468144,Alface,https://pt.wikipedia.org/wiki/Alface,Lettuce,Alface,Alface,Alface,Alface
430,,Lactuca serriola,Lactuca serriola L.,468149,,https://pt.wikipedia.org/wiki/Lactuca_serriola,Prickly lettuce,"Alface-brava, Leituga",,,Alface-brava
159,,Lamium amplexicaule,Lamium amplexicaule L.,579592,,https://pt.wikipedia.org/wiki/Lamium_amplexicaule,Henbit,Lâmio,,,Lâmio
770,,Lathyrus latifolius,Lathyrus latifolius L.,703172,,https://pt.wikipedia.org/wiki/Lathyrus_latifolius,Perennial sweet pea,Cizirão-de-flor-grande,,,Cizirão-de-flor-grande
1536,5,Lauraceae,,,Lauraceae,https://pt.wikipedia.org/wiki/Lauraceae,Laurel,,Lauraceae,,
268,,Laurus nobilis,Laurus nobilis,486835,Loureiro,https://pt.wikipedia.org/wiki/Loureiro,Bay laurel,"Loureiro, Louro",loureiro,loureiro,Loureiro
17,,Lavandula,,,Lavanda,https://pt.wikipedia.org/wiki/Lavanda,Lavender,,"lavandas, alfazemas",lavandas,Lavandas
918,8,Lavandula angustifolia,Lavandula angustifolia Mill.,486837,Lavandula angustifolia,https://pt.wikipedia.org/wiki/Lavandula_angustifolia,English lavender,Alfazema,Lavandula angustifolia,,Lavanda-inglesa
387,,Leptospermum scoparium,Leptospermum scoparium J. R. Forst. & G. Forst.,2508620,,,Teatree,Urze-de-jardim,,,Urze-de-jardim
1163,8,Leucaena leucocephala,,,Leucena,https://pt.wikipedia.org/wiki/Leucena,White lead tree,,Leucena,,
498,,Liquidambar,,,Liquidâmbar,https://pt.wikipedia.org/wiki/Liquid%C3%A2mbar,Sweetgum,,árvore-do-âmbar,"Liquidâmbar, árvore-do-âmbar",
536,,Litchi chinensis,Litchi chinensis Sonn.,487032,,https://pt.wikipedia.org/wiki/Litchi_chinensis,Lychee,Lichia,,"lichias, uruvaias",Lichia
360,,Lonicera,,,Lonicera,https://pt.wikipedia.org/wiki/Lonicera,Honeysuckle,,Lonicera,madressilvas,Madressilvas
926,8,Lonicera caerulea,,,Lonicera caerulea,https://pt.wikipedia.org/wiki/Lonicera_caerulea,Haskap,,Lonicera caerulea,,
604,,Lycium,,,Goji,https://pt.wikipedia.org/wiki/Goji,Goji,,Goji,,Goji
383,,Macadamia,,,,https://pt.wikipedia.org/wiki/Macadamia,Macadamia,,,macadâmia,Macadâmia
145,,Maclura pomifera,,,Laranjeira-de-osage,https://pt.wikipedia.org/wiki/Laranjeira-de-osage,Osage-orange,,"laranjeira-de-osage, pau-d'arco","laranjeira-de-osage, pau-d'arco",Laranjeira-de-osage
796,,Macrolepiota procera,,,Macrolepiota procera,https://pt.wikipedia.org/wiki/Macrolepiota_procera,Parasol mushroom,,"cogumelo guarda-sol, marifusa, frade, púcara",,Cogumelo guarda-sol
973,8,Magnolia grandiflora,,,Magnólia-branca,https://pt.wikipedia.org/wiki/Magn%C3%B3lia-branca,Southern magnolia,,magnólia branca,,Magnólia branca
14,8,Malus domestica,,,Maçã,https://pt.wikipedia.org/wiki/Ma%C3%A7%C3%A3,Apple,,maçã,maça,Maçã
1566,9,Malus domestica,,,McIntosh (maçã),https://pt.wikipedia.org/wiki/McIntosh_(ma%C3%A7%C3%A3),Mcintosh apple,,"Red McIntosh, McIntosh",,Maçã McIntosh
554,,Malva,,,Malva,https://pt.wikipedia.org/wiki/Malva,Mallow,,Malva,Malva,Malva
418,8,Mangifera indica,Mangifera indica L.,582270,,https://pt.wikipedia.org/wiki/Mangifera_indica,Common mango,Manga,Mangueira,,Mangueira-comum
523,,Manihot esculenta,Manihot esculenta Crantz,1154718,,https://pt.wikipedia.org/wiki/Manihot_esculenta,Cassava,Mandioca,,"mandioca, macaxeira",Mandioca
708,,Manilkara zapota,Manilkara zapota (L.) P. Royen,1154544,Sapotizeiro,https://pt.wikipedia.org/wiki/Sapotizeiro,Sapodilla,sapota,Sapotizeiro,Sapotizeiro,Sapotizeiro
567,,Marrubium vulgare,Marrubium vulgare L.,582376,,https://pt.wikipedia.org/wiki/Marrubium_vulgare,White horehound,"marroio, marroio branco","erva-virgem, incenso, marroio, marroio-branco, marroio-de-frança, marroio-vulgar ou marrolho",,Marroio-branco
703,,Mauritia flexuosa,Mauritia flexuosa L. f.,1138930,Buriti,https://pt.wikipedia.org/wiki/Buriti,Buriti,"burití, coqueiro anajá, inajazeiro, mirití, murití, palmeira dos brejos","buriti, coqueiro-buriti, buritizeiro, miriti, muriti, muritim, muruti, palmeira-dos-brejos, carandá-guaçu, carandaí-guaçu","Buriti, coqueiro-buriti, buritizeiro, miriti, muriti, muritim, muruti, palmeira-dos-brejos, carandá-guaçu, carandaí-guaçu",Buriti
934,8,Melicoccus bijugatus,Melicoccus bijugatus Jacq.,582291,Mamoncillo,https://pt.wikipedia.org/wiki/Mamoncillo,Guinep,arvore de canopy,"genip guinep genipe ginepa quenepa chenet canepa mamon limoncillo, lima-espanhola",,Mamoncillo
206,,Melissa officinalis,Melissa officinalis L.,582374,Erva-cidreira,https://pt.wikipedia.org/wiki/Erva-cidreira,Lemon balm,"Erva-cidreira, Melissa","Erva-cidreira, melissa","Erva-cidreira, melissa",Erva-cidreira
99,6,Mentha,,,Mentha,https://pt.wikipedia.org/wiki/Mentha,Mint,,"mentas, hortelãs","menta, hortelã",Mentha
888,8,Mentha piperita,Mentha x piperita,579698,Hortelã-pimenta,https://pt.wikipedia.org/wiki/Hortel%C3%A3-pimenta,Peppermint,Hortelã-pimenta,Hortelã-pimenta,,Hortelã-pimenta
204,,Mentha spicata,Mentha crispata Schrad. ex Willd.,579697,Hortelã-verde,https://pt.wikipedia.org/wiki/Hortel%C3%A3-verde,Spearmint,Hortelã-verde,"hortelã-verde, hortelã-de-leite, hortelã-das-cozinhas, hortelã-dos-temperos, hortelã-vulgar, hortelã-das-hortas, hortelã-comum, hortelã","hortelã-verde, hortelã-de-leite, hortelã-das-cozinhas, hortelã-dos-temperos, hortelã-vulgar, hortelã-das-hortas, hortelã-comum",Hortelã-verde
476,,Monstera deliciosa,Monstera deliciosa Liebm.,1138107,Costela-de-adão,https://pt.wikipedia.org/wiki/Costela-de-ad%C3%A3o,Fruit salad plant,"banana de brejo, banana de macao, banana do mato, deliciosa, fruta de México, tornélia",costela-de-adão,costela-de-adão,Costela-de-adão
702,,Morinda citrifolia,,,Noni,https://pt.wikipedia.org/wiki/Noni,Noni,,"noni, nono, aal",Noni,Noni
693,,Moringa oleifera,,,Acácia-branca,https://pt.wikipedia.org/wiki/Ac%C3%A1cia-branca,Malunggay,,"moringas, acácia-branca, árvore-rabanete-de-cavalo, cedro, moringueiro, quiabo-de-quina, akásia-branka, morangue, moxingo","Moringa, acácia-branca, árvore-rabanete-de-cavalo, cedro, moringueiro e quiabo-de-quina",Acácia-branca
92,,Morus,,,,https://pt.wikipedia.org/wiki/Morus,Mulberry,,,amoreiras,Amoreira
97,,Morus alba,Morus alba L.,594885,,https://pt.wikipedia.org/wiki/Morus_alba,White mulberry,Amoreira-branca,,,Amoreira-branca
96,,Morus nigra,,,,https://pt.wikipedia.org/wiki/Morus_nigra,Black mulberry,,,amoreira-preta,Amoreira-preta
711,,Muntingia calabura,Muntingia calabura L.,584862,,https://pt.wikipedia.org/wiki/Muntingia_calabura,Aratilis,"calabura, páo de seda",,Calabura,Calabura
466,,Murraya koenigii,Murraya koenigii (L.) Spreng.,483522,Murraya koenigii,https://pt.wikipedia.org/wiki/Murraya_koenigii,Curry tree,Folhas de Caril,árvore-do-caril,árvore-do-caril,Árvore-do-caril
75,,Musa,,,Banana,https://pt.wikipedia.org/wiki/Banana,Banana,,"Banana, pacoba, pacova",,Banana
160,,Musa,,,Musa × paradisiaca,https://pt.wikipedia.org/wiki/Musa_%C3%97_paradisiaca,Plantain,,"banana-da-terra banana-comprida pacova, chifre de boi",,Banana-da-terra
332,,Myrtus communis,Myrtus communis L.,2508590,Murta-comum,https://pt.wikipedia.org/wiki/Murta-comum,Common myrtle,"Mirto, murta",Murta,Murta-comum,Murta-comum
564,,Nasturtium officinale,Nasturtium officinale W.T. Aiton,583920,Rorippa nasturtium-aquaticum,https://pt.wikipedia.org/wiki/Rorippa_nasturtium-aquaticum,Watercress,"Agrião-da-água, Agrião",agrião,,Agrião-da-água
189,,Nelumbo lutea,,,,https://pt.wikipedia.org/wiki/Nelumbo_lutea,American lotus,,, lótus-amarelo,Lótus-amarelo
1513,,Nepeta,,,,https://pt.wikipedia.org/wiki/Nepeta_cataria,Catnip,,,"erva-gateira, erva-de-gato",Erva-gateira
521,,Nephelium lappaceum,,,Rambutão,https://pt.wikipedia.org/wiki/Rambut%C3%A3o,Rambutan,,"rambutão, rambutã, rambutan, rambotã, rambutaneira",rambutaneira,Rambutaneira
696,,Ocimum,,,Ocimum,https://pt.wikipedia.org/wiki/Ocimum,Basil,,"manjericão de folha-larga, manjericão, basílico",,Manjericão
59,,Olea europaea,Olea europaea L.,579181,Oliveira,https://pt.wikipedia.org/wiki/Oliveira,Olive,"Azeitona, Oliveira",oliveira,oliveira,Oliveira
516,,Origanum majorana,,,Manjerona,https://pt.wikipedia.org/wiki/Manjerona,Marjoram,,manjerona,manjerona ,Manjerona
193,,Origanum vulgare,Origanum vulgare,579367,Orégano,https://pt.wikipedia.org/wiki/Or%C3%A9gano,Oregano,"Orégão, Oregâos, Orégano","orégano, orégão","orégano, orégão",Orégano
366,,Osmanthus fragrans,Osmanthus fragrans Lour.,483929,,,Sweet osmanthus,flor de imperator,,,
463,,Pachira aquatica,Pachira aquatica Aubl.,584765,Monguba,https://pt.wikipedia.org/wiki/Monguba,Pumpo,"castanheiro da Guyana, astanheiro do maranhão, cacau selvagem, castanheira da água, castanheirio do maranhão, castanheiro de Guiana, mamorana, monguba, mungaba",monguba,"Monguba, munguba, mamorama, castanhola, castanha-do-maranhão, carolina, paineira-de-cuba, mamorana",Monguba
919,,Papaver rhoeas,Papaver rhoeas L.,596241,,,Red poppy,Papoila,,,
905,,Papaver somniferum,Papaver somniferum L.,594796,Papoila-dormideira,https://pt.wikipedia.org/wiki/Papoila-dormideira,Opium poppie,"Papoila, Dormideira, Papoula",,,Papoula-dormideira
1530,5,Papaveraceae,,,Papaveraceae,https://pt.wikipedia.org/wiki/Papaveraceae,Poppy,,"Papoila, papoula",,Papoula
806,,Parkinsonia aculeata,Parkinsonia aculeata L.,414714,,,Mexican palo verde,espinheiro de Jerusalém,,,Espinheiro de Jerusalém
78,,Passiflora edulis,Passiflora edulis Sims,584518,Maracujá,https://pt.wikipedia.org/wiki/Maracuj%C3%A1,Passionfruit,"maracujá, maracujá comúm, maracujá de comer, maracujá de doce, maracujá de ponche, maracujá mirim, maracujá pequeno, maracujá peroba, maracujá redondo",Maracujá,Maracujá,Maracujazeiro
190,,Passiflora incarnata,Passiflora incarnata L.,486617,Passiflora incarnata,https://pt.wikipedia.org/wiki/Passiflora_incarnata,Maypop,maracujazeiro vermelho,"Passiflora incarnata, flor-da-paixão",flor-da-paixão,Maracujazeiro vermelho
7,,Persea americana,Persea americana Mill.,596888,Abacate,https://pt.wikipedia.org/wiki/Abacate,Avocado,abacate,abacate,"Abacateiro, abacado, loiro-abacate, louro-abacate",Abacateiro
532,,Persicaria hydropiper,Persicaria hydropiper (L.) Opiz,586677,,https://pt.wikipedia.org/wiki/Polygonum_hydropiper,Water pepper,"Erva-pessegueira, Erva-de-bicho, Persicária",,,Persicária-picante
457,,Petroselinum crispum,Petroselinum crispum (Mill.) Nyman,581421,Salsa (planta),https://pt.wikipedia.org/wiki/Salsa_(planta),Garden parsley,Salsa,"salsa, salsinha, perrexil","salsa, salsinha, perrexil",Salsa
1119,8,Phanera variegata,,,Casco-de-vaca-lilás,https://pt.wikipedia.org/wiki/Casco-de-vaca-lil%C3%A1s,Camel's foot tree,,"Casco-de-vaca-lilás, unha-de-vaca-lilás",,Casco-de-vaca-lilás
64,,Phaseolus vulgaris,,,Vagem,https://pt.wikipedia.org/wiki/Vagem,Green bean,,Vagem,Feijão,Vagem
1173,,Phoenix,,,,https://pt.wikipedia.org/wiki/Phoenix_(planta),Date palm,,,"tamareira, datileira",Tamareira
1015,8,Phoenix canariensis,,,Palmeira-das-canárias,https://pt.wikipedia.org/wiki/Palmeira-das-can%C3%A1rias,Canary island date palm,,Palmeira-das-canárias,,Palmeira-das-canárias
315,8,Phoenix dactylifera,,,Tamareira,https://pt.wikipedia.org/wiki/Tamareira,Common date palm,,"tamareira, datileira",,Datileira
1123,8,Phoenix reclinata,,,Tamareira-do-senegal,https://pt.wikipedia.org/wiki/Tamareira-do-senegal,Senegal date palm,,Tamareira-do-senegal,,Tamareira-do-senegal
1111,8,Phoenix roebelenii,,,Tamareira-anã,https://pt.wikipedia.org/wiki/Tamareira-an%C3%A3,Pygmy date palm,,,,Tamareira-anã
569,6,Pinus,,,Pinheiro,https://pt.wikipedia.org/wiki/Pinheiro,Pine,,Pinheiro,pinheiro,Pinheiro
974,8,Pinus halepensis,,,Pinheiro-de-alepo,https://pt.wikipedia.org/wiki/Pinheiro-de-alepo,Aleppo pine,,pinheiro-de-alepo,,Pinheiro-de-alepo
269,,Pinus pinea,Pinus pinea L.,999491,Pinheiro-manso,https://pt.wikipedia.org/wiki/Pinheiro-manso,Stone pine,pinheiro manso,pinheiro-manso,pinheiro-manso,Pinheiro-manso
1054,8,Pinus sylvestris,Pinus sylvestris,1059929,Pinheiro-da-escócia,https://pt.wikipedia.org/wiki/Pinheiro-da-esc%C3%B3cia,Scots pine,"Pinheiro-da-escócia, pinheiro-silvestre","pinho-de-riga, pinheiro-silvestre, pinheiro-da-escócia, pinho-nórdico, casquinha-nórdica, casquinha",,Pinheiro-da-escócia
71,,Pistacia vera,Pistacia vera L.,483483,Pistache,https://pt.wikipedia.org/wiki/Pistache,Pistachio,"alfónsico, pistacheira, pistácia","pistache, pistáchio, pistácia, alfostigueiro, alfóstico, alfóstigo, pistácio, pistacho, alfóstica","pistache, pistáchio",Pistáchio
538,,Plantago lanceolata,Plantago lanceolata,579215,Plantago lanceolata,https://pt.wikipedia.org/wiki/Plantago_lanceolata,English plantain,Língua-de-ovelha,Língua de ovelha,Língua de ovelha,Língua-de-ovelha
598,,Plantago major,,,Plantago major,https://pt.wikipedia.org/wiki/Plantago_major,Common plantain,,tanchagem,"tanchagem, transagem, tansagem",Tanchagem
780,,Pleurotus ostreatus,,,Shimeji-preto,https://pt.wikipedia.org/wiki/Shimeji-preto,Pearl oyster mushroom,,"shimeji-preto, cogumelo ostra","shimeji-preto, cogumelo ostra",Shimeji-preto
1167,8,Plumeria rubra,,,Jasmim-manga,https://pt.wikipedia.org/wiki/Jasmim-manga,Common frangipani,,"Jasmim-manga, Frangipani",,Jasmim-manga
766,,Populus nigra,,,Populus nigra,https://pt.wikipedia.org/wiki/Populus_nigra,Black poplar,,"álamo, álamo-negro, choupo negro","álamo, álamo-negro, choupo negro",Choupo-preta
236,,Portulaca oleracea,,,Portulaca oleracea,https://pt.wikipedia.org/wiki/Portulaca_oleracea,Common purslane,,"beldroega comum, onze-horas, caaponga, salada-de-negro","beldroega comum, onze-horas, ora-pro-nobis, caaponga, salada-de-negro",Beldroega-comum
51,,Pouteria lucuma,,,Lúcuma,https://pt.wikipedia.org/wiki/L%C3%BAcuma,Lucuma,,lúcuma,,Lúcuma
807,,Prosopis,,,Mesquite,https://pt.wikipedia.org/wiki/Mesquite,Mesquite,,Mesquite,algarobeira,Mesquite
62,,Prunus,,,,,Cherry,,,cerejeira,Cerejeira
285,,Prunus,,,,https://pt.wikipedia.org/wiki/Prunus,Stone fruit,,,árvore de fruta com caroço,Árvore de fruta com caroço
68,8,Prunus amygdalus,Amygdalus communis auct.,231567,Amendoeira,https://pt.wikipedia.org/wiki/Amendoeira,Almond,Amêndoa,"amendoeira, amêndoa-de-coco, amêndoa-durázio, amêndoa-molar, amêndoa",,Amendoeira
79,8,Prunus armeniaca,,,Damasqueiro,https://pt.wikipedia.org/wiki/Damasqueiro,Apricot,,damasqueiro,damasqueiro,Damasqueiro
121,8,Prunus cerasus,,,Ginja,https://pt.wikipedia.org/wiki/Ginja,Sour cherry,,"Ginja, cereja ácida, amarena","Ginja, cereja ácida, amarena",Ginja
441,8,Prunus domestica,,,Prunus domestica,https://pt.wikipedia.org/wiki/Prunus_domestica,European plum,,ameixeira-europeia,ameixeira-europeia,Ameixeira-europeia
237,8,Prunus mahaleb,Prunus mahaleb L.,628570,,https://pt.wikipedia.org/wiki/Prunus_mahaleb,Mahaleb cherry,"Abrunheiro-bravo, Esgana-cão;",,,Abrunheiro-bravo
154,8,Prunus padus,,,Prunus padus,https://pt.wikipedia.org/wiki/Prunus_padus,European bird cherry,,"azereiro-dos-danados, pado, pado-do-alvão","azereiro-dos-danados, pado, pado-do-alvão",Azereiro-dos-danados
52,8,Prunus persica,Prunus persica (L.) Siebold & Zucc.,631649,Pessegueiro,https://pt.wikipedia.org/wiki/Pessegueiro,Peach,Pessegueiro,pessegueiro,pessegueiro,Pessegueiro
54,9,Prunus persica var. nucipersica,,,Pessegueiro,https://pt.wikipedia.org/wiki/Pessegueiro,Nectarine,,pessegueiro,,Nectarina
406,8,Prunus salicina,,,Prunus salicina,https://pt.wikipedia.org/wiki/Prunus_salicina,Japanese plum,,ameixeira-japonesa,ameixeira-japonesa ,Ameixeira-japonesa
168,8,Prunus serotina,,,Cerejeira-negra,https://pt.wikipedia.org/wiki/Cerejeira-negra,Black cherry,,Cerejeira negra,Cerejeira negra ,Cerejeira-negra
388,8,Prunus spinosa,,,Prunus spinosa,https://pt.wikipedia.org/wiki/Prunus_spinosa,Blackthorn,,abrunheiro,abrunheiro,Abrunheiro
76,,Psidium,,,,https://pt.wikipedia.org/wiki/Psidium,Guava,,,goiabeira,Goiabeira
58,,Psidium cattleianum,Psidium cattleianum Afzel. ex Sabine,2508592,Araçá-rosa,https://pt.wikipedia.org/wiki/Ara%C3%A7%C3%A1-rosa,Strawberry guava,"araça, araca da praia, araca de coroa, araca vermelho, araça amarelo","Araçá-rosa, araçá-amarelo, araçá-vermelho, araçá-de-comer, araçá-comum, araçá-de-coroa, araçá-da-praia, araçá-do-campo, araçazeiro, araçaeiro, araçá","araçaeiro, araçá",Araçá-rosa
458,,Psidium guajava,Psidium guajava L.,2508593,Goiabeira,https://pt.wikipedia.org/wiki/Goiabeira,Common guava,"araçá, araçá goiaba, araçá-uaçu, goiaba, goiabeira, goiabeira branca, goiabeira pera, goiabeira vermelha, guaiaba",goiabeira,goiabeira comum,Goiabeira-comum
